month,pct,practice,name,address1,address2,address4,address5,postcode,total_pericyazine
2019-05-01,15E,M89015,NORTHBROOK HEALTH CENTRE,NORTHBROOK HEALTH CENTRE,"93 NORTHBROOK RD, SHIRLEY",,,B90 3LX,2
2019-05-01,15E,M89019,HOBS MOAT MEDICAL CENTRE,HOBS MOAT MEDICAL CENTRE,ULLERIES ROAD,WEST MIDLANDS,,B92 8ED,4
2019-05-01,06A,M92011,PENN MANOR MEDICAL PRACTICE,PENN MANOR MEDICAL CENTRE,"MANOR ROAD, PENN",WEST MIDLANDS,,WV4 5PY,5
2019-05-01,06A,M92024,PARKFIELD MEDICAL CENTRE,PARKFIELD MEDICAL CENTRE,255 PARKFIELD ROAD,WOLVERHAMPTON,,WV4 6EG,4
2019-05-01,01C,N81022,MIDDLEWOOD PARTNERSHIP,WATERHOUSE SURGERY,WELLINGTON ROAD,CHESHIRE,,SK10 5JH,2
2019-05-01,99A,N82041,OAK VALE MEDICAL CENTRE,215 CHILDWALL ROAD,CHILDWALL,MERSEYSIDE,,L15 6UT,3
2019-05-01,99A,N82048,WALTON MEDICAL CENTRE,BREEZE HILL,NEIGHBOURHOOD HEALTH CTR,LIVERPOOL,,L9 1AD,5
2019-05-01,01T,N84016,MOORE STREET MEDICAL CENTRE,MOORE STREET MEDICAL CTR,77 MOORE STREET,MERSEYSIDE,,L20 4SE,4
2019-05-01,01V,N84021,ST MARKS MEDICAL CENTRE,ST MARKS MEDICAL CENTRE,42 DERBY ROAD,MERSEYSIDE,,PR9 0TZ,2
2019-05-01,12F,N85018,VILLA MED CTR,1-2 ROMAN ROAD,PRENTON,,,CH43 3DB,3
2019-05-01,01K,P81002,LANCASTER MEDICAL PRACTICE,LANCASTER MED PRACTICE,8 DALTON SQUARE,LANCASHIRE,,LA1 1PN,2
2019-05-01,00R,P81016,WATERLOO MEDICAL CENTRE,WATERLOO MEDICAL CENTRE,178 WATERLOO ROAD,LANCASHIRE,,FY4 3AD,12
2019-05-01,01A,P81027,IRWELL MEDICAL PRACTICE,IRWELL MEDICAL PRACTICE,"IRWELL MILL ,ROCHDALE RD",LANCASHIRE,,OL13 9NR,2
2019-05-01,02M,P81668,FLEETWOOD SURGERY,WEST VIEW HEALTH VILLAGE,BROADWAY,LANCASHIRE,,FY7 8GU,5
2019-05-01,00R,P81714,ABBEY DALE MEDICAL CENTRE,ABBEY-DALE MEDICAL CENTRE,"50 COMMON EDGE RD, MARTON",LANCASHIRE,,FY4 5AU,2
2019-05-01,14L,P84019,VALENTINE MEDICAL CENTRE,VALENTINE MEDICAL CENTRE,"2 SMETHURST ST, BLACKLEY",GREATER MANCHESTER,,M9 8PP,4
2019-05-01,14L,P84042,FLORENCE HOUSE MEDICAL PRACTICE,HGR OPENSHAW PCC,1344 ASHTON OLD ROAD,,,M11 1JG,4
2019-05-01,14L,P84064,NEW ISLINGTON MEDICAL CENTRE,ANCOATS PRIMARY CARE CTRE,"OLD MILL STREET,ANCOATS",,,M4 6EE,3
2019-05-01,14L,P84645,PARK VIEW MEDICAL CENTRE,PARK VIEW MEDICAL CENTRE,66 DELAUNAYS ROAD,MANCHESTER,,M8 4RF,5
2019-05-01,01D,P86013,HEALEY SURGERY,HEALEY SURGERY,WHITWORTH ROAD,LANCASHIRE,,OL12 0SN,2
2019-05-01,01D,P86019,DURNFORD MEDICAL CENTRE,DURNFORD MEDICAL CENTRE,113 LONG STREET,MANCHESTER,,M24 6DL,5
2019-05-01,02H,P92016,PENNYGATE MEDICAL CENTRE,PENNYGATE MEDICAL CENTRE,"109 LADIES LANE, HINDLEY",LANCASHIRE,,WN2 2QG,3
2019-05-01,06H,Y00056,CAMBRIDGE ACCESS SURGERY,CAMBRIDGE ACCESS SURGERY,125 NEWMARKET ROAD,CAMBRIDGESHIRE,,CB5 8HB,6
2019-05-01,06H,Y00486,BOTOLPH BRIDGE COMMUNITY HEALTH CENTRE,BOTOLPH BRIDGE COMM HLTH,"SUGAR WAY, WOODSTON",,,PE2 9QB,2
2019-05-01,11N,Y00969,RAME GROUP PRACTICE,PENNTORR HEALTH,TREVOL ROAD,CORNWALL,,PL11 2TB,2
2019-05-01,01K,Y01008,BAY MEDICAL GROUP,HEYSHAM PRIMARY CARE CTR,MIDDLETON WAY,,,LA3 2LE,2
2019-05-01,06Y,Y01690,SCHOOL LANE PMS PRACTICE,THE SURGERY,SCHOOL LANE,NORFOLK,,IP24 2AG,3
2019-05-01,06L,Y01794,RAVENSWOOD MEDICAL PRACTICE,RAVENSWOOD HEALTH CENTRE,24 HENING AVENUE,SUFFOLK,,IP3 9QJ,13
2019-05-01,11M,Y02519,GLOUCESTER HEALTH ACCESS CENTRE,EASTGATE HOUSE,121-131 EASTGATE STREET,GLOUCESTERSHIRE,,GL1 1PX,29
2019-05-01,05W,Y02521,WILLOW BANK SURGERY,MEIR PRIMARY CARE CENTRE,"WESTON ROAD, MEIR",STAFFORDSHIRE,,ST3 6AB,2
2019-05-01,02T,Y02572,PARK COMMUNITY PRACTICE,HORNE STREET HEALTH CTR,HORNE STREET,,,HX1 5UA,3
2019-05-01,06W,Y02751,NORWICH PRACTICES HEALTH CENTRE,ROUEN HOUSE,ROUEN ROAD,NORFOLK,,NR1 1RB,79
2019-05-01,06A,Y02757,BILSTON URBAN VILLAGE MEDICAL CENTRE,BILSTON URBAN VILLAGE,"BANKFIELD RD, BILSTON",WEST MIDLANDS,,WV14 0EE,2
2019-05-01,07J,Y03222,ST JOHN'S SURGERY,ST JOHN'S SURGERY,MAIN ROAD,NORFOLK,,PE14 7RR,6
2019-05-01,06W,Y03595,BEECHCROFT AND OLD PALACE,23 BEECHCROFT,NEW COSTESSEY,NORFOLK,,NR5 0RS,60
2019-05-01,05A,Y04965,MALLING HEALTH AT FOLESHILL,SURGERY,STATION STREET WEST,WEST MIDLANDS,,CV6 5ND,3
2019-05-01,06Y,Y05291,TOFTWOOD MEDICAL CENTRE,TOFTWOOD MEDICAL CENTRE,"2 CHAPEL LANE, TOFTWOOD",NORFOLK,,NR19 1LD,17
2019-05-01,15E,Y05826,THE HILL GP PRACTICE,SPARKHILL PRIM CARE CTRE,856 STRATFORD ROAD,WEST MIDLANDS,,B11 4BW,2
2019-05-01,06M,Y06275,NELSON MEDICAL CENTRE,NELSON MEDICAL PRACTICE,PASTEUR ROAD,NORFOLK,,NR31 0DW,55
2019-06-01,00C,A83047,DENMARK STREET SURGERY,DENMARK STREET SURGERY,DENMARK STREET,COUNTY DURHAM,,DL3 0PD,2
2019-06-01,00J,A83049,QUEENS ROAD SURGERY,QUEENS ROAD SURGERY,"83 QUEENS ROAD, BLACKHILL",COUNTY DURHAM,,DH8 0BW,4
2019-06-01,00J,A83072,LANCHESTER MEDICAL CENTRE,LANCHESTER MEDICAL CENTRE,DURHAM ROAD,COUNTY DURHAM,,DH7 0LP,4
2019-06-01,13T,A85002,BENSHAM FAMILY PRACTICE,BENSHAM FAMILY PRACTICE,SIDNEY GROVE,TYNE & WEAR,,NE8 2XB,4
2019-06-01,13T,A85611,PELAW MEDICAL PRACTICE,PELAW MEDICAL PRACTICE,"7-8 CROXDALE TCE, PELAW",TYNE & WEAR,,NE10 0RR,4
2019-06-01,13T,A86601,DENTON TURRET MEDICAL CENTRE,DENTON TURRET MEDICAL CTR,"10 KENLEY RD, SLATYFORD",,,NE5 2UY,8
2019-06-01,03Q,B82021,DALTON TERRACE SURGERY,GLENTWORTH,DALTON TERRACE,NORTH YORKSHIRE,,YO24 4DB,4
2019-06-01,03Q,B82041,BEECH TREE SURGERY,BEECH TREE SURGERY,68 DONCASTER ROAD,NORTH YORKSHIRE,,YO8 9AJ,8
2019-06-01,03E,B82069,BEECH HOUSE SURGERY,BEECH HOUSE SURGERY,1 ASH TREE ROAD,NORTH YORKSHIRE,,HG5 0UB,2
2019-06-01,02R,B83010,PARKLANDS MEDICAL PRACTICE,PARKLANDS MEDICAL PRAC,30 BUTTERSHAW LANE,WEST YORKSHIRE,,BD6 2DD,4
2019-06-01,02R,B83018,IDLE MEDICAL CENTRE,IDLE MEDICAL CENTRE,"440 HIGHFIELD ROAD, IDLE",WEST YORKSHIRE,,BD10 8RU,4
2019-06-01,02N,B83620,ADDINGHAM SURGERY,ADDINGHAM MEDICAL CENTRE,"151A MAIN ST, ADDINGHAM",,,LS29 0LZ,4
2019-06-01,02T,B84006,TODMORDEN GROUP PRACTICE,TODMORDEN HEALTH CENTRE,LOWER GEORGE STREET,WEST YORKSHIRE,,OL14 5RN,4
2019-06-01,02T,B84012,SPRING HALL GROUP PRACTICE,SPRING HALL GROUP PRACT,SPRING HALL MEDICAL CTR,HALIFAX,,HX1 4JG,4
2019-06-01,03J,B85001,PARKVIEW SURGERY,CLECKHEATON HEALTH CENTRE,GREENSIDE,WEST YORKSHIRE,,BD19 5AP,2
2019-06-01,15F,B86006,DR L FREEMAN & PARTNERS,OULTON MEDICAL CENTRE,"QUARRY HILL, OULTON",,,LS26 8SZ,8
2019-06-01,15F,B86015,MANOR PARK SURGERY,MANOR PARK SURGERY,BELLMOUNT CLOSE,WEST YORKSHIRE,,LS13 2UP,19
2019-06-01,15F,B86018,MULBERRY STREET MEDICAL PRACTICE,PUDSEY HEALTH CENTRE,"18 MULBERRY ST, PUDSEY",,,LS28 7XP,4
2019-06-01,15F,B86054,THE GARDEN SURGERY,THE GARDEN SURGERY,ELHC 78 OSMONDTHORPE LANE,,,LS9 9EF,8
2019-06-01,15F,B86059,MEANWOOD HEALTH CENTRE,MEANWOOD HEALTH CENTRE,548 MEANWOOD ROAD,WEST YORKSHIRE,,LS6 4JN,8
2019-06-01,15F,B86066,THE STREET LANE PRACTICE,THE STREET LANE PRACTICE,12 DEVONSHIRE AVENUE,LEEDS,,LS8 1AY,8
2019-06-01,15M,C81634,ARDEN HOUSE MEDICAL PRACTICE,ARDEN HOUSE MED. PRACTICE,"SETT CLOSE, NEW MILLS",,,SK22 4AQ,2
2019-06-01,15M,C81649,CALOW AND BRIMINGTON PRACTICE,BRIMINGTON&CALOW MED PRAC,"FOLJAMBE ROAD, BRIMINGTON",DERBYSHIRE,,S43 1DD,4
2019-06-01,04D,C83001,PORTLAND MEDICAL PRACTICE,PORTLAND MEDICAL PRACTICE,60 PORTLAND STREET,LINCOLNSHIRE,,LN5 7LB,2
2019-06-01,99D,C83022,MUNRO MEDICAL CENTRE,MUNRO MEDICAL CENTRE,WEST ELLOE AVENUE,LINCOLNSHIRE,,PE11 2BY,4
2019-06-01,04E,C84679,ACORN MEDICAL PRACTICE,11-13 WOOD STREET,MANSFIELD,NOTTINGHAMSHIRE,,NG18 1QA,4
2019-06-01,06H,D81011,CLARKSON SURGERY,CLARKSON SURGERY,DE HAVILLAND ROAD,CAMBRIDGESHIRE,,PE13 3AN,2
2019-06-01,06H,D81026,BOROUGHBURY MEDICAL CENTRE,CRAIG STREET,PETERBOROUGH,,,PE1 2EJ,6
2019-06-01,06H,D81057,CEDAR HOUSE SURGERY,CEDAR HOUSE SURGERY,"14 HUNTINGDON ST,ST NEOTS",CAMBRIDGESHIRE,,PE19 1BQ,8
2019-06-01,06H,D81082,ALMOND ROAD SURGERY,ALMOND ROAD SURGERY,"ALMOND ROAD, ST.NEOTS",CAMBRIDGESHIRE,,PE19 1DZ,2
2019-06-01,06H,D81622,TRINITY SURGERY,TRINITY SURGERY,29 ST AUGUSTINES ROAD,CAMBRIDGESHIRE,,PE13 3UZ,2
2019-06-01,06V,D82001,HOLT MEDICAL PRACTICE,KELLING HOSPITAL,OLD CROMER ROAD,NORFOLK,,NR25 6QA,63
2019-06-01,06Y,D82002,GROVE SURGERY,GROVE SURGERY,GROVE LANE,NORFOLK,,IP24 2HY,11
2019-06-01,06M,D82003,BEACHES MEDICAL CENTRE,SUSSEX ROAD,GORLESTON-ON-SEA,NORFOLK,,NR31 6QB,187
2019-06-01,06V,D82004,CROMER GROUP PRACTICE,CROMER GROUP PRACTICE,MILL ROAD,NORFOLK,,NR27 0BG,49
2019-06-01,06V,D82005,SHERINGHAM MEDICAL PRACTICE,THE HEALTH CENTRE,CROMER ROAD,NORFOLK,,NR26 8RT,42
2019-06-01,06Y,D82006,CHET VALLEY MEDICAL PRACTICE,GEORGE HOUSE,"40-48 GEORGE LANE, LODDON",NORFOLK,,NR14 6QH,29
2019-06-01,06M,D82007,EAST NORFOLK MEDICAL PRACTICE,EAST NORFOLK MEDICAL PRAC,147 LAWN AVENUE,NORFOLK,,NR30 1QP,146
2019-06-01,06W,D82008,ST STEPHEN'S GATE M/PRACT,ST STEPHENS GATE MED PRAC,55 WESSEX STREET,NORFOLK,,NR2 2TJ,241
2019-06-01,06V,D82009,STALHAM STAITHE SURGERY,THE STAITHE SURGERY,LOWER STAITHE ROAD,NORFOLK,,NR12 9BU,25
2019-06-01,07J,D82010,GRIMSTON MEDICAL CENTRE,GRIMSTON MEDICAL CENTRE,"CONGHAM RD,GRIMSTON",NORFOLK,,PE32 1DW,4
2019-06-01,06W,D82011,CASTLE PARTNERSHIP,TUCKSWOOD SURGERY,HALL ROAD,NORFOLK,,NR4 6NE,118
2019-06-01,06W,D82012,MAGDALEN MEDICAL PRACTICE,THE MAGDALEN MEDICAL PRAC,LAWSON ROAD,NORFOLK,,NR3 4LF,31
2019-06-01,06W,D82013,OLD CATTON MEDICAL PRACTICE,OLD CATTON MED. PRACTICE,"55 LODGE LANE, OLD CATTON",,,NR6 7HQ,26
2019-06-01,06V,D82016,MARKET SURGERY,THE MARKET SURGERY,"26 NORWICH ROAD, AYLSAM",NORFOLK,,NR11 6BW,34
2019-06-01,06W,D82017,TRINITY & BOWTHORPE MEDICAL PRACTICE,TRINITY & BOWTHORPE SURG.,1 TRINITY STREET,NORFOLK,,NR2 2BQ,84
2019-06-01,06W,D82018,HELLESDON MEDICAL PRACTICE,HELLESDON MEDICAL PRACT.,343 REEPHAM ROAD,NORWICH,,NR6 5QJ,11
2019-06-01,06M,D82019,THE MILLWOOD PARTNERSHIP,MILLWOOD SURGERY,"MILL LANE, BRADWELL",NORFOLK,,NR31 8HS,72
2019-06-01,06Y,D82020,ORCHARD SURGERY,ORCHARD SURGERY,COMMERCIAL ROAD,NORFOLK,,NR19 1AE,21
2019-06-01,06Y,D82022,LAWNS PRACTICE,THE LAWNS MEDICAL PRACT.,MOUNT STREET,NORFOLK,,IP22 4WG,13
2019-06-01,06W,D82023,ROUNDWELL MEDICAL CENTRE,25 DR TORRENS WAY,COSTESSEY,NORFOLK,,NR5 0GB,37
2019-06-01,06W,D82024,TAVERHAM PARTNERSHIP,THE TAVERHAM P'SHIP/SURG,"SANDY LANE, TAVERHAM",,,NR8 6JR,19
2019-06-01,06V,D82025,HOVETON & WROXHAM MEDICAL CENTRE,HOVETON & WROXHAM MED CTR,"STALHAM ROAD, HOVETON",NORFOLK,,NR12 8DU,58
2019-06-01,06W,D82026,LAKENHAM SURGERY,THE LAKENHAM SURGERY,"1 NINHAM STREET, LAKENHAM",NORFOLK,,NR1 3JJ,117
2019-06-01,06V,D82028,LUDHAM AND STALHAM GREEN SURGERIES,THE SURGERY,"STAITHE ROAD, LUDHAM",NORFOLK,,NR29 5AB,28
2019-06-01,06V,D82029,DRAYTON MEDICAL PRACTICE,DRAYTON MEDICAL PRACTICE,"MANOR FARM CL, DRAYTON",NORFOLK,,NR8 6EE,86
2019-06-01,06V,D82030,REEPHAM & AYLSHAM MEDICAL PRACTICE,THE SURGERY,60 HUNGATE STREET,NORWICH,,NR11 6AA,25
2019-06-01,06Y,D82031,PARISH FIELDS PRACTICE,PARISH FIELDS PRACTICE,THE HEALTH CENTRE,NORFOLK,,IP22 4WG,19
2019-06-01,06V,D82032,BRUNDALL MEDICAL PARTNERSHIP,THE BRUNDALL MEDICAL CTR,"THE DALES, THE STREET",NORWICH,,NR13 5RP,42
2019-06-01,06Y,D82034,ATTLEBOROUGH SURGERY,ATTLEBOROUGH SURGERY,STATION ROAD,NORFOLK,,NR17 2AS,47
2019-06-01,07J,D82035,UPWELL HEALTH CENTRE,THE UPWELL HEALTH CENTRE,"TOWNLEY CLOSE,UPWELL",CAMBRIDGESHIRE,,PE14 9BT,6
2019-06-01,06Y,D82036,OLD MILL AND MILLGATES MEDICAL PRACTICE,OLD MILL SURGERY,"HARDLEY ROAD, PORINGLAND",NORFOLK,,NR14 7FA,19
2019-06-01,06Y,D82037,LONG STRATTON MEDICAL PARTNERSHIP,SWAN LANE SURGERY,LONG STRATTON,NORFOLK,,NR15 2UY,15
2019-06-01,06V,D82038,WELLS HEALTH CENTRE,THE HEALTH CENTRE,BOLTS CLOSE,NORFOLK,,NR23 1JP,10
2019-06-01,06Y,D82039,MATTISHALL SURGERY,MATTISHALL SURGERY,"15 DEREHAM RD, MATTISHALL",,,NR20 3QA,25
2019-06-01,06W,D82040,WENSUM VALLEY MEDICAL PRACTICE,WEST EARLHAM HEALTH CTR.,WEST EARLHAM,NORFOLK,,NR5 8AD,252
2019-06-01,06Y,D82041,SCHOOL LANE SURGERY,THE SURGERY,SCHOOL LANE,NORFOLK,,IP24 2AG,2
2019-06-01,06Y,D82042,E HARLING & KENNINGHALL MEDICAL PRACTICE,THE SURGERY,"MARKET ST, EAST HARLING",NORFOLK,,NR16 2AD,10
2019-06-01,07J,D82043,WATLINGTON MEDICAL CENTRE,WATLINGTON MEDICAL CENTRE,"ROWAN CLOSE,OFF FEN ROAD",NORFOLK,,PE33 0TU,4
2019-06-01,07J,D82044,VIDA HEALTHCARE,VIDA HEALTHCARE/GROADH&SC,GAYTON ROAD,NORFOLK,,PE30 4DY,19
2019-06-01,06Y,D82045,WYMONDHAM MEDICAL PARTNERSHIP,WYMONDHAM MEDICAL P/SHIP,WYMONDHAM MEDICAL CENTRE,"WYMONDHAM, NORFOLK",,NR18 0RF,12
2019-06-01,06Y,D82046,CHURCH HILL SURGERY,CHURCH HILL SURGERY,"STATION RD, PULHAM MARKET",NORFOLK,,IP21 4TX,39
2019-06-01,06W,D82047,OAK STREET MEDICAL PRACT.,OAK STREET MEDICAL PRACT.,OAK STREET,NORFOLK,,NR3 3DL,96
2019-06-01,06W,D82048,THORPEWOOD MEDICAL GROUP,THORPEWOOD MEDICAL GROUP,WOODSIDE ROAD,NORWICH,,NR7 9QL,60
2019-06-01,06Y,D82050,THEATRE ROYAL SURGERY,THEATRE ROYAL SURGERY,27 THEATRE STREET,NORFOLK,,NR19 2EN,73
2019-06-01,07J,D82051,ST JAMES MEDICAL PRACTICE,ST.JAMES' MEDICAL PRACT.,COUNTY COURT ROAD,NORFOLK,,PE30 5SY,17
2019-06-01,06V,D82053,MUNDESLEY MEDICAL CENTRE,MUNDESLEY MEDICAL CENTRE,MUNHAVEN CLOSE,NORFOLK,,NR11 8AR,48
2019-06-01,06V,D82054,FAKENHAM MEDICAL PRACTICE,FAKENHAM MEDICAL PRACTICE,"MEDITRINA HSE,TRINITY RD",NORFOLK,,NR21 8SY,50
2019-06-01,06Y,D82056,ELMHAM SURGERY,THE ELMHAM SURGERY,"59 HOLT RD, NORTH ELMHAM",NORFOLK,,NR20 5JS,25
2019-06-01,06M,D82058,COASTAL VILLAGES PRACTICE,COASTAL VILLAGES PRACTICE,ORMESBY VILLAGE SURGERY,"GREAT YARMOUTH, NORFOLK",,NR29 3RW,48
2019-06-01,06V,D82059,BIRCHWOOD MEDICAL PRACTICE,BIRCHWOOD SURGERY,PARK LANE,NORFOLK,,NR28 0BQ,44
2019-06-01,06W,D82060,BACON ROAD MEDICAL CENTRE,BACON ROAD MEDICAL CENTRE,16 BACON ROAD,NORFOLK,,NR2 3QX,53
2019-06-01,06V,D82062,COLTISHALL MEDICAL PRACTICE,COLTISHALL MEDICAL PRACT,"ST.JOHN'S CL, RECTORY RD",NORWICH,,NR12 7HA,40
2019-06-01,06Y,D82063,WATTON MEDICAL PRACTICE,WATTON MEDICAL PRACTICE,24 GREGOR SHANKS WAY,NORFOLK,,IP25 6FA,52
2019-06-01,06Y,D82064,HUMBLEYARD PRACTICE,THE CRINGLEFORD SURGERY,"CANTLEY LANE, CRINGLEFORD",,,NR4 6TA,45
2019-06-01,07J,D82065,MANOR FARM MEDICAL CENTRE,MANOR FARM MEDICAL CENTRE,MANGATE STREET,NORFOLK,,PE37 7QN,8
2019-06-01,06V,D82066,PASTON SURGERY,PASTON SURGERY,9-11 PARK LANE,NORFOLK,,NR28 0BQ,54
2019-06-01,06M,D82067,THE PARK SURGERY,THE PARK SURGERY,4 ALEXANDRA ROAD,NORFOLK,,NR30 2HW,88
2019-06-01,06W,D82069,NEWMARKET ROAD SURGERY,NEWMARKET ROAD SURGERY,7 NEWMARKET ROAD,NORFOLK,,NR2 2HL,12
2019-06-01,07J,D82070,GREAT MASSINGHAM SURGERY,GREAT MASSINGHAM SURGERY,STATION ROAD,NORFOLK,,PE32 2JQ,4
2019-06-01,06W,D82071,EAST NORWICH MEDICAL PARTNERSHIP,ST WILLIAMS WAY,THORPE ST ANDREW,NORFOLK,,NR7 0AJ,49
2019-06-01,07J,D82072,BURNHAM SURGERY,THE BURNHAMS SURGERY,CHURCH WALK,NORFOLK,,PE31 8DH,12
2019-06-01,06W,D82073,THE LIONWOOD MEDICAL PRACTICE,30A WELLESLEY AVE NORTH,NORWICH,,,NR1 4NU,47
2019-06-01,06W,D82076,LAWSON ROAD SURGERY,LAWSON ROAD SURGERY,THE HEALTH CENTRE,NORWICH,,NR3 4LE,41
2019-06-01,06Y,D82078,HEATHGATE MEDICAL PRACTICE,HEATHGATE SURGERY,"THE STREET,PORINGLAND",NORFOLK,,NR14 7JT,8
2019-06-01,06V,D82080,BLOFIELD SURGERY,THE BLOFIELD SURGERY,PLANTATION ROAD,NORFOLK,,NR13 4PL,9
2019-06-01,06Y,D82084,HARLESTON MEDICAL PRACTICE,HARLESTON MEDICAL PRACT.,BULLOCK FAIR CLOSE,NORFOLK,,IP20 9AT,21
2019-06-01,06Y,D82085,HINGHAM SURGERY,HINGHAM SURGEY,"HARDINGHAM ST, HINGHAM",NORFOLK,,NR9 4JB,11
2019-06-01,06W,D82087,PROSPECT MEDICAL PRACTICE,PROSPECT MEDICAL PRACTICE,95 AYLSHAM ROAD,NORFOLK,,NR3 2HW,129
2019-06-01,06W,D82088,UEA MEDICAL CENTRE,"UEA MEDICAL CTR,UNIV OF","EAST ANGLIA,EARLHAM ROAD",NORFOLK,,NR4 7TJ,11
2019-06-01,06W,D82096,WOODCOCK RD SURGERY,WOODCOCK ROAD SURGERY,29 WOODCOCK ROAD,NORFOLK,,NR3 3UA,72
2019-06-01,07J,D82099,SOUTHGATES SURGICAL & MEDICAL CENTRE,SOUTHGATES MED & SURG CTR,41 GOODWINS ROAD,NORFOLK,,PE30 5QX,89
2019-06-01,06Y,D82100,SHIPDHAM SURGERY,SHIPDHAM SURGERY,"CHAPEL STREET, SHIPDHAM",NORFOLK,,IP25 7LA,5
2019-06-01,06V,D82104,ACLE MEDICAL PARTNERSHIP,ACLE MEDICAL PARTNERSHIP,"BRIDEWELL LANE, ACLE",NORFOLK,,NR13 3RA,20
2019-06-01,07J,D82105,ST CLEMENTS SURGERY,ST CLEMENT'S SURGERY,CHURCHGATE WAY,NORFOLK,,PE34 4LZ,4
2019-06-01,06W,D82106,WEST POTTERGATE MED PRAC,WEST POTTERGATE MED. PRAC,"THE HLTH CTRE, EARLHAM RD",NORFOLK,,NR2 4BX,9
2019-06-01,07J,D82618,THE WOOTTONS SURGERY,THE WOOTTONS SURGERY,SPRING COTTAGE,"KING'S LYNN, NORFOLK",,PE30 3PT,11
2019-06-01,06Y,D82624,WINDMILL SURGERY,WINDMILL SURGERY,LONDON ROAD,NORFOLK,,NR18 0AF,23
2019-06-01,06V,D82628,ALDBOROUGH SURGERY,THE SURGERY,"CHAPEL ROAD, ALDBOROUGH",NORFOLK,,NR11 7NP,7
2019-06-01,06M,D83002,ALEXANDRA & CRESTVIEW SURGERIES,ALEXANDRA ROAD SURGERY,ALEXANDRA ROAD,SUFFOLK,,NR32 1PL,54
2019-06-01,06L,D83004,FELIXSTOWE ROAD MEDICAL PRACTICE,FELIXSTOWE RD MED PRAC,235 FELIXSTOWE ROAD,SUFFOLK,,IP3 9BN,3
2019-06-01,06M,D83009,BECCLES MEDICAL CENTRE,BECCLES MEDICAL CENTRE,ST.MARY'S ROAD,SUFFOLK,,NR34 9NX,98
2019-06-01,06M,D83010,LONGSHORE SURGERIES,KESSINGLAND SURGERY,"FIELD LANE, KESSINGLAND",SUFFOLK,,NR33 7QA,25
2019-06-01,06M,D83011,BRIDGE ROAD SURGERY,THE SURGERY,"1A BRIDGE RD,OULTON BROAD",SUFFOLK,,NR32 3LJ,16
2019-06-01,06M,D83016,VICTORIA ROAD SURGERY,82 VICTORIA ROAD,OULTON BROAD,SUFFOLK,,NR33 9LU,2
2019-06-01,06L,D83017,NEEDHAM MARKET COUNTRY PRACTICE,NEEDHAM MARKET COUNTRY PR,"BARKING RD,NEEDHAM MARKET",,,IP6 8EZ,4
2019-06-01,06M,D83022,SOLE BAY H/C,SOLE BAY H/C,TEAL CLOSE,SUFFOLK,,IP18 6GY,2
2019-06-01,06M,D83023,HIGH STREET SURGERY,THE SURGERY,HIGH STREET,SUFFOLK,,NR32 1JE,70
2019-06-01,06L,D83028,LEISTON SURGERY,THE SURGERY,MAIN STREET,SUFFOLK,,IP16 4ES,3
2019-06-01,06M,D83030,KIRKLEY MILL HEALTH CENTRE,KIRKLEY MILL SURGERY,"KIRKLEY RISE, CLIFTON RD",SUFFOLK,,NR33 0HF,19
2019-06-01,06M,D83034,BUNGAY MEDICAL CENTRE,BUNGAY MEDICAL CENTRE,28 ST JOHNS ROAD,SUFFOLK,,NR35 1LP,27
2019-06-01,06M,D83035,CUTLERS HILL SURGERY,CUTLERS HILL SURGERY,BUNGAY ROAD,SUFFOLK,,IP19 8SG,36
2019-06-01,06L,D83037,HADLEIGH BOXFORD GROUP PRACTICE,HADLEIGH HEALTH CENTRE,"MARKET PLACE, HADLEIGH",SUFFOLK,,IP7 5DN,5
2019-06-01,06M,D83047,ROSEDALE SURGERY,ROSEDALE SURGERY,ASHBURNHAM WAY,"LOWESTOFT,SUFFOLK",,NR33 8LG,19
2019-06-01,06L,D83048,GROVE MEDICAL CENTRE,GROVE MEDICAL CENTRE,GROVE ROAD,SUFFOLK,,IP11 9GA,3
2019-06-01,07K,D83055,WOOLPIT HEALTH CENTRE,WOOLPIT HEALTH CENTRE,"HEATH ROAD, WOOLPIT",SUFFOLK,,IP30 9QU,2
2019-06-01,06L,D83058,THE NORWICH ROAD SURGERY,THE NORWICH ROAD SURGERY,199 NORWICH ROAD,SUFFOLK,,IP1 4BX,4
2019-06-01,07K,D83062,FOREST SURGERY,FOREST SURGERY,BURY ROAD,SUFFOLK,,IP27 0BU,2
2019-06-01,06L,D83079,COMBS FORD SURGERY,COMBS FORD SURGERY,COMBS LANE,SUFFOLK,,IP14 2SY,10
2019-06-01,06M,D83608,ANDAMAN SURGERY,ANDAMAN SURGERY,303 LONG ROAD,SUFFOLK,,NR33 9DF,9
2019-06-01,06F,E81008,WHEATFIELD SURGERY,WHEATFIELD SURGERY,60 WHEATFIELD ROAD,BEDFORDSHIRE,,LU4 0TR,2
2019-06-01,06F,E81033,SHEFFORD HEALTH CENTRE,ROBERT LUCAS DRIVE,HITCHIN ROAD,BEDFORDSHIRE,,SG17 5FS,3
2019-06-01,06F,E81052,KIRBY ROAD SURGERY,KIRBY ROAD SURGERY,58 KIRBY ROAD,BEDFORDSHIRE,,LU6 3JH,2
2019-06-01,06K,E82053,BANCROFT MEDICAL CENTRE,BANCROFT COURT,30-35 BANCROFT,HERTFORDSHIRE,,SG5 1LH,2
